age,gender,ethnicity,years_experience,university_tier,skills_score,interview_score,hired
36,male,group_a,7.2,1,60.8,58.3,0
27,male,group_a,2.1,2,59.64,73.26,1
52,female,group_a,6.0,2,43.54,62.24,1
50,female,group_b,0.7,2,79.55,55.03,0
27,male,group_b,0.0,1,87.03,74.51,1
30,female,group_a,5.3,3,55.69,82.59,0
36,female,group_b,4.7,2,65.93,92.79,1
46,male,group_a,7.7,1,66.71,78.22,0
27,female,group_a,10.4,2,51.54,83.06,0
54,male,group_a,5.9,1,70.55,65.54,1
34,female,group_b,11.5,1,73.24,47.9,0
41,male,group_c,4.2,1,63.88,59.46,1
51,male,group_b,8.3,1,57.81,73.26,1
26,female,group_a,2.1,2,71.31,60.06,0
54,female,group_b,6.4,2,76.71,93.5,0
33,female,group_a,5.0,2,53.21,84.2,1
37,female,group_b,5.4,1,68.58,65.34,1
24,male,group_b,7.8,1,76.31,91.1,0
31,male,group_b,0.2,1,36.96,76.64,1
48,male,group_a,6.4,1,73.53,89.91,1
32,non-binary,group_a,3.5,1,89.86,65.61,0
53,female,group_a,6.4,3,54.74,78.48,1
51,male,group_b,7.2,2,85.06,64.94,1
39,male,group_b,4.9,1,66.32,68.2,0
36,female,group_b,4.9,2,76.85,83.35,0
27,male,group_a,2.4,3,67.9,93.56,1
28,female,group_a,7.7,1,56.4,69.71,0
52,female,group_a,3.9,3,49.73,72.02,1
49,male,group_c,7.4,1,97.72,56.28,1
22,female,group_c,1.6,2,54.11,65.23,0
38,male,group_a,10.2,3,66.61,74.68,1
54,male,group_a,2.9,1,86.5,51.35,0
36,male,group_b,9.6,2,73.35,62.27,0
42,male,group_a,4.6,2,71.84,53.14,1
51,male,group_a,7.7,2,46.21,70.72,0
25,male,group_a,5.6,1,62.56,79.98,0
46,female,group_b,8.1,1,54.21,72.61,1
39,male,group_a,6.0,1,48.79,64.33,1
22,female,group_a,9.9,3,74.06,54.58,1
44,non-binary,group_b,8.1,2,79.55,46.5,0
53,female,group_a,8.1,1,60.78,68.32,0
43,female,group_b,11.1,3,62.19,88.39,1
37,female,group_a,3.9,3,74.86,64.51,0
33,female,group_a,10.0,1,80.14,67.19,0
27,female,group_a,6.2,3,57.44,62.14,1
43,female,group_a,1.4,2,83.54,53.01,1
52,male,group_c,7.5,3,80.81,82.32,1
30,male,group_b,5.4,3,69.87,77.56,1
35,male,group_a,11.2,1,56.79,48.36,1
46,male,group_a,4.5,3,76.47,51.5,1
44,male,group_a,6.2,1,77.92,86.05,1
40,female,group_c,6.7,3,90.46,56.32,0
46,female,group_c,0.1,2,62.78,67.47,1
54,male,group_a,7.6,3,88.42,54.33,1
28,female,group_a,2.9,2,65.69,72.39,0
25,male,group_a,10.3,1,76.02,57.59,1
54,non-binary,group_a,11.1,2,68.51,60.02,1
29,female,group_a,6.0,1,70.82,53.22,0
40,female,group_a,1.1,3,87.07,93.49,0
50,male,group_a,6.6,3,61.81,100.0,1
23,female,group_b,6.5,2,79.57,71.08,0
43,male,group_b,8.2,1,66.68,77.06,1
39,male,group_b,5.1,1,69.41,75.74,1
41,female,group_b,2.3,2,61.42,68.19,0
22,male,group_a,5.6,1,72.18,66.92,0
43,male,group_a,3.2,2,46.39,63.29,1
54,female,group_a,11.5,2,66.79,78.64,0
48,male,group_a,3.8,1,81.74,51.7,0
43,non-binary,group_a,4.0,1,79.74,56.92,0
25,female,group_a,5.9,1,50.76,77.57,0
34,male,group_a,2.2,2,56.66,49.31,0
32,female,group_a,4.6,2,64.99,89.8,1
48,female,group_c,5.6,3,91.89,64.45,1
42,female,group_c,4.5,2,64.83,70.63,0
48,female,group_b,5.2,1,69.75,85.93,1
34,non-binary,group_a,9.8,2,66.97,67.49,1
45,male,group_a,7.3,3,73.44,69.89,1
34,non-binary,group_c,1.9,2,59.14,60.24,0
29,male,group_a,4.7,2,72.92,75.03,1
34,male,group_b,8.3,2,75.48,77.42,0
25,male,group_b,4.0,2,82.16,56.32,1
51,male,group_c,6.3,2,59.49,76.94,1
50,female,group_b,5.9,3,80.52,81.17,0
33,female,group_a,7.6,2,92.55,74.45,0
51,male,group_a,5.4,1,79.2,58.06,1
31,female,group_c,5.6,3,77.97,80.65,0
33,male,group_a,3.4,3,41.08,86.48,1
27,female,group_a,7.1,1,85.69,61.57,0
34,male,group_a,3.1,1,92.52,43.6,1
38,female,group_a,11.3,1,84.32,58.67,0
35,female,group_a,5.9,2,75.89,68.38,0
52,male,group_b,5.3,1,79.72,85.6,1
31,male,group_a,8.4,3,100.0,84.19,1
40,male,group_b,5.7,1,61.51,77.35,0
52,female,group_a,6.3,2,65.16,59.51,1
34,male,group_a,5.8,2,82.95,78.37,0
39,female,group_b,3.8,3,72.96,68.03,0
51,male,group_a,3.2,3,44.37,54.38,0
45,female,group_a,3.8,3,72.58,44.09,1
44,female,group_a,9.5,2,74.04,81.58,1
41,male,group_b,4.1,1,58.88,46.26,1
30,male,group_b,4.8,2,74.43,84.94,0
24,female,group_a,4.6,2,72.85,98.45,1
33,male,group_b,8.1,2,48.6,68.6,1
24,male,group_a,12.1,2,76.04,56.8,1
40,male,group_a,3.2,2,95.43,59.55,1
26,female,group_b,7.7,3,90.65,59.01,0
41,male,group_a,6.4,1,56.51,73.27,1
38,male,group_b,5.1,2,54.26,81.6,1
54,female,group_a,7.6,3,70.65,57.96,0
42,female,group_a,2.1,1,73.27,63.66,1
53,female,group_b,8.6,2,54.05,59.39,0
54,male,group_a,6.7,3,61.14,83.55,1
29,male,group_a,2.9,2,86.08,81.3,0
51,male,group_a,10.9,3,72.83,56.7,0
38,female,group_a,8.6,2,82.26,64.0,0
46,female,group_b,9.6,2,69.55,70.36,0
34,male,group_b,1.5,2,82.13,44.03,0
34,non-binary,group_a,5.2,3,63.63,60.88,0
