age,gender,caste,income,zip_code,education,loan_amount,credit_score,approved
47,male,general,99322.3,102-206,graduate,30460.6,561.64,0
27,non-binary,sc,57530.74,300-694,high_school,26823.38,679.91,0
23,male,general,87493.55,102-577,graduate,31406.64,700.25,1
38,male,general,93756.24,101-849,graduate,20268.66,653.93,1
45,male,general,95731.13,100-284,postgraduate,38625.91,,1
44,male,obc,91103.26,201-208,high_school,9863.55,716.33,1
46,female,general,91336.13,100-425,graduate,25309.62,627.12,0
22,female,obc,72273.31,200-672,postgraduate,21346.38,711.65,1
33,male,general,124509.42,101-536,graduate,19231.97,622.48,1
36,female,st,47854.13,400-188,graduate,27746.76,650.64,1
33,male,general,105972.09,101-164,graduate,14870.72,,1
45,male,general,89632.22,101-709,high_school,44367.39,706.9,1
31,female,sc,47644.15,301-366,graduate,12831.05,,0
48,non-binary,general,106537.6,100-701,postgraduate,16438.59,678.36,1
62,male,general,84245.92,102-365,graduate,15588.85,684.98,1
50,male,sc,52255.72,301-382,postgraduate,26786.48,,0
38,male,general,85088.71,101-288,graduate,34130.9,596.58,1
40,female,general,38883.47,100-984,graduate,29734.06,,1
46,male,obc,77681.46,201-114,postgraduate,38251.1,764.16,0
52,male,general,82978.68,102-214,postgraduate,17554.59,713.23,1
34,female,st,54493.94,400-851,high_school,30928.49,,1
22,male,obc,62305.65,201-224,graduate,22268.17,613.53,0
51,male,obc,107743.33,202-352,postgraduate,27052.67,728.24,1
50,male,general,68739.23,101-336,high_school,34978.13,706.48,0
25,male,obc,89211.49,201-726,graduate,9769.57,721.81,0
48,male,obc,86461.83,202-469,high_school,42919.08,736.86,0
24,female,general,78554.91,101-855,high_school,23692.8,767.23,1
49,female,sc,60421.61,301-771,high_school,10540.35,618.69,0
53,female,obc,79616.22,201-577,postgraduate,18764.37,609.11,0
21,non-binary,sc,59939.65,301-323,high_school,25920.75,688.15,0
52,male,general,88493.55,102-812,postgraduate,18762.32,629.26,1
26,male,general,100779.07,101-878,postgraduate,6568.96,619.74,0
32,female,obc,77408.83,201-851,high_school,25871.19,747.11,0
52,male,sc,95050.97,301-146,graduate,18504.25,624.5,0
36,female,general,71505.4,102-727,high_school,30860.26,,1
63,female,general,70257.28,100-732,postgraduate,15384.51,590.27,1
63,male,sc,82991.95,301-947,graduate,45353.77,683.47,0
64,male,general,100739.02,100-336,postgraduate,29622.66,,1
25,male,general,123489.08,100-806,high_school,26771.15,746.72,1
28,male,obc,87603.97,202-719,postgraduate,30608.11,737.47,0
29,male,general,89897.14,101-889,high_school,8606.39,675.69,1
46,male,general,88825.22,100-723,graduate,20527.38,,1
39,female,general,72451.22,101-866,high_school,41047.19,703.65,1
53,female,st,24295.57,401-423,postgraduate,22118.81,655.86,0
33,female,general,65109.14,100-241,high_school,24434.57,,1
29,male,obc,103329.06,202-426,graduate,20801.5,728.71,1
49,male,st,74632.77,400-832,graduate,38180.57,606.98,0
48,male,obc,93613.86,201-218,high_school,22798.29,621.68,1
51,male,obc,120530.7,202-673,graduate,13733.48,672.1,1
34,non-binary,obc,77142.4,202-987,graduate,48209.34,612.8,0
44,male,general,63650.83,102-904,high_school,12624.79,612.02,1
61,male,obc,71261.62,202-703,high_school,24123.58,656.87,1
47,female,st,50485.95,401-812,high_school,17423.85,734.56,0
62,male,sc,72246.44,301-204,high_school,18685.59,733.52,0
40,male,obc,92447.36,200-548,high_school,15461.51,697.66,0
22,male,general,90875.94,100-578,postgraduate,20140.07,689.92,1
54,female,sc,71825.0,300-803,postgraduate,33856.3,794.81,0
41,female,general,51721.36,102-354,high_school,7882.12,650.34,1
22,male,sc,80595.01,301-195,high_school,36347.27,693.26,0
27,female,general,70041.62,102-727,graduate,34795.58,647.61,0
34,female,obc,67775.88,202-542,graduate,29581.53,609.19,0
29,female,sc,57555.27,300-857,postgraduate,26135.53,745.17,1
51,male,obc,57242.17,200-532,high_school,27489.75,,1
47,male,general,96166.09,100-860,postgraduate,37810.71,,1
35,female,sc,53389.44,301-556,high_school,9287.94,666.46,0
24,male,general,107097.54,100-803,high_school,31545.61,748.57,1
24,female,general,77121.58,100-747,graduate,18284.45,,1
62,female,obc,66371.82,202-339,postgraduate,32431.73,,0
36,male,obc,95384.3,202-378,postgraduate,19477.6,729.18,0
25,female,obc,81933.36,202-908,graduate,31361.83,581.29,1
52,female,general,83104.15,100-307,postgraduate,11063.63,651.57,0
59,female,obc,66854.65,200-727,postgraduate,9766.84,736.15,0
26,male,sc,113535.86,301-230,high_school,23982.43,770.05,1
62,female,general,58205.25,102-778,postgraduate,37919.77,719.35,1
52,female,obc,46403.8,201-300,graduate,29826.56,658.19,1
32,female,obc,62848.27,201-634,postgraduate,29762.03,626.74,0
55,female,sc,50266.66,301-607,high_school,32741.74,711.17,1
39,female,obc,28485.22,200-282,postgraduate,21427.21,656.57,0
48,male,sc,74366.67,300-541,graduate,30496.74,658.9,0
26,male,general,99810.19,101-890,high_school,19782.94,667.67,1
31,male,general,94187.61,100-711,graduate,22173.87,728.5,1
55,male,st,71129.54,400-992,graduate,23291.35,779.35,0
56,male,sc,84092.56,301-805,graduate,20090.25,736.48,0
21,female,obc,64723.01,202-678,high_school,24405.55,680.53,1
30,male,obc,101011.04,201-606,high_school,22708.98,630.54,1
47,female,obc,54018.99,200-942,graduate,18631.02,716.72,0
60,female,general,79234.0,102-573,high_school,23734.58,771.6,1
50,male,sc,68231.0,301-462,high_school,26397.39,735.19,0
52,female,sc,48452.72,300-850,high_school,15101.22,691.43,0
38,female,obc,86785.9,201-945,high_school,28757.11,653.1,1
23,female,general,52665.71,100-530,high_school,20556.88,698.98,0
54,male,general,85777.26,102-223,graduate,26783.83,743.5,1
56,female,general,49456.45,102-646,graduate,19012.32,692.78,1
40,non-binary,obc,60918.27,200-766,high_school,34454.46,674.31,0
43,female,obc,64937.08,202-435,postgraduate,33605.04,642.2,0
31,female,general,76891.59,101-772,postgraduate,15555.5,822.42,1
40,non-binary,obc,72239.07,200-577,high_school,29724.99,631.0,0
31,male,st,77454.34,401-370,high_school,38016.44,625.92,1
39,female,general,49601.17,100-665,high_school,16466.39,689.03,1
26,male,obc,80820.17,202-449,high_school,17179.41,668.89,0
47,non-binary,obc,50855.5,200-807,graduate,31615.54,,0
31,male,general,105311.83,100-102,high_school,13235.39,738.14,1
52,male,obc,102285.02,200-835,high_school,18002.38,,1
43,female,obc,62433.73,202-375,graduate,15868.01,,1
60,male,general,101180.31,101-962,graduate,31727.36,631.85,1
30,female,general,79267.26,102-782,high_school,18768.13,723.15,0
33,male,sc,84916.92,300-316,postgraduate,22438.57,703.56,0
31,non-binary,general,96010.55,100-979,graduate,18265.08,659.57,1
48,female,obc,48666.9,201-549,graduate,35336.62,691.9,0
25,male,obc,86118.62,201-570,graduate,17265.52,618.06,0
51,female,sc,48951.61,300-917,graduate,12331.6,639.16,0
57,male,obc,100061.33,201-925,high_school,11978.87,608.5,1
50,female,sc,35422.02,301-726,postgraduate,31242.94,688.0,1
26,female,obc,83271.64,202-979,high_school,31892.79,687.79,0
42,female,obc,70864.84,200-395,graduate,36236.99,625.86,0
44,male,general,119504.12,102-308,graduate,13651.24,703.17,1
38,male,general,94432.0,102-126,graduate,22919.09,738.14,1
41,female,general,59295.53,102-411,high_school,46845.69,623.32,1
54,female,general,76199.49,100-641,high_school,22279.15,662.05,0
57,male,obc,105427.91,200-374,graduate,19929.32,,1
34,male,general,84998.11,101-621,high_school,24810.91,679.65,1
35,male,general,67033.65,100-143,graduate,29769.56,604.54,1
30,female,general,41432.28,101-418,graduate,29619.1,655.76,1
38,male,sc,87159.39,301-772,high_school,19470.12,653.93,1
45,male,obc,112562.65,201-193,graduate,19734.68,670.63,0
52,non-binary,sc,46788.26,301-742,high_school,22331.86,672.97,0
32,male,obc,87186.87,200-786,graduate,18429.22,766.13,0
30,female,sc,50621.71,301-611,high_school,13887.13,668.53,0
22,male,sc,110387.45,301-896,graduate,41271.56,585.51,0
25,female,general,98621.74,102-958,graduate,21337.68,685.01,1
23,female,st,59942.34,400-131,graduate,21847.81,776.13,0
30,female,general,79572.01,101-710,high_school,22128.22,670.81,1
51,male,obc,103182.79,201-313,postgraduate,24275.41,655.91,1
55,female,sc,37575.5,301-466,postgraduate,28912.84,663.22,0
63,female,general,76779.32,102-660,graduate,20813.27,712.13,1
44,male,obc,76725.51,202-740,graduate,35254.18,662.98,1
41,male,general,92598.5,101-855,graduate,30380.34,596.64,1
60,male,general,110956.32,100-734,high_school,23281.91,643.05,1
27,non-binary,general,77633.07,101-798,graduate,19003.89,676.44,1
48,female,general,82434.95,100-638,graduate,34764.34,709.46,1
56,female,general,85189.69,100-205,postgraduate,23541.62,647.95,1
43,female,obc,38402.93,201-119,postgraduate,13815.24,663.71,1
32,female,obc,32512.23,200-576,graduate,34189.58,682.47,1
48,male,obc,107269.29,202-743,graduate,18463.04,,1
64,male,obc,107833.7,200-197,graduate,32816.51,674.95,1
31,female,general,70592.32,101-485,high_school,2371.59,705.7,1
45,male,general,100491.02,100-330,graduate,21682.04,,1
23,female,sc,68002.67,300-609,high_school,35439.72,696.86,1
31,female,st,66241.72,401-451,graduate,25046.18,620.03,1
54,male,obc,86741.42,201-281,high_school,30383.22,621.13,1
42,female,general,80381.9,102-103,high_school,16882.62,,0
29,male,sc,78649.38,301-389,graduate,28129.35,755.1,0
35,non-binary,sc,68409.72,300-564,postgraduate,25033.77,,0
26,female,general,69800.31,101-935,graduate,27190.01,654.48,1
55,female,general,54967.85,101-304,high_school,43353.52,678.55,1
62,male,general,84598.18,101-560,postgraduate,36741.31,744.19,1
25,male,obc,122277.52,202-609,postgraduate,32127.94,787.14,1
31,male,st,69513.6,401-683,graduate,32241.57,656.79,1
58,male,obc,96179.43,201-395,graduate,16817.6,709.66,1
59,male,general,103117.19,100-189,postgraduate,20758.94,674.8,1
54,male,obc,90240.97,201-928,postgraduate,11206.76,674.45,1
52,non-binary,sc,74400.86,300-956,high_school,13573.73,695.03,0
58,male,obc,95605.77,202-493,high_school,17021.2,592.8,1
37,male,sc,71316.48,300-621,postgraduate,24737.88,677.37,0
60,female,general,74515.44,102-126,postgraduate,13974.92,,0
60,female,general,59374.11,101-142,high_school,24647.47,632.71,1
31,female,obc,87369.37,201-168,high_school,23613.73,705.16,1
24,female,obc,69007.75,200-764,high_school,14791.94,,0
43,female,st,44197.85,401-304,high_school,38730.28,685.15,0
54,female,obc,67792.05,201-265,graduate,13079.27,753.82,0
58,female,general,54052.04,101-107,high_school,35055.92,667.98,1
27,female,general,70608.91,102-120,postgraduate,4711.51,626.2,1
37,male,obc,87840.23,201-464,graduate,23719.9,601.62,1
54,male,general,83423.8,100-586,postgraduate,14221.38,701.48,1
23,male,obc,79247.82,200-620,graduate,19109.91,731.04,1
52,male,general,129089.08,101-511,postgraduate,41291.39,676.91,1
33,female,general,68279.49,101-513,graduate,21877.29,654.5,1
21,male,obc,84955.65,202-777,high_school,15059.06,573.8,0
31,male,general,86531.14,100-360,postgraduate,29388.72,686.82,1
53,male,obc,97596.33,200-313,postgraduate,21798.28,642.09,1
59,female,obc,54061.06,202-868,graduate,26356.42,645.25,0
24,male,obc,75675.35,201-719,postgraduate,16769.91,768.9,1
41,female,obc,62546.2,201-528,graduate,17213.05,580.91,0
29,female,sc,54940.43,301-347,graduate,17910.87,588.27,0
51,male,sc,77661.51,300-222,graduate,32185.9,692.72,0
55,female,general,54521.91,100-133,high_school,22958.53,658.81,1
63,male,general,89526.4,102-866,graduate,15565.66,651.47,1
36,male,obc,84425.08,201-633,postgraduate,26456.38,,1
34,female,obc,54482.9,200-141,high_school,25715.32,694.07,0
34,female,obc,66871.0,201-242,graduate,30162.43,626.45,1
54,male,obc,122167.19,202-351,high_school,20663.79,647.46,1
40,female,sc,74144.71,301-336,graduate,24301.86,682.73,0
22,male,general,122186.87,100-593,graduate,28795.11,689.19,1
62,female,obc,55052.32,200-459,graduate,15915.82,706.58,0
25,female,general,90445.64,100-893,postgraduate,32976.01,647.93,1
61,female,general,70181.86,101-746,high_school,25147.99,699.09,1
28,female,obc,76809.09,201-918,postgraduate,15090.88,732.27,0
44,male,obc,97407.86,201-875,postgraduate,15024.2,682.58,0
34,female,general,62194.26,102-928,graduate,24105.41,674.34,1
51,female,sc,65572.97,301-981,high_school,20047.97,667.05,0
38,female,sc,62289.03,301-380,postgraduate,31791.46,646.04,0
37,male,obc,66245.39,200-288,graduate,22419.23,628.41,1
41,male,st,80262.26,401-248,high_school,27727.42,663.6,0
63,male,obc,103213.66,200-664,graduate,17362.41,704.79,0
31,male,sc,87383.9,300-712,graduate,24793.04,631.1,0
30,male,general,101572.59,102-178,graduate,36839.82,675.85,1
23,male,general,84480.07,101-838,graduate,23666.85,669.47,1
53,female,general,70586.95,100-803,high_school,20023.32,777.78,1
50,male,general,93651.2,101-664,postgraduate,17225.76,719.75,1
47,female,obc,60151.65,200-491,high_school,24831.07,718.86,1
22,female,general,57490.41,101-238,graduate,37683.83,730.6,1
55,female,obc,75808.07,202-554,postgraduate,12727.65,649.99,0
56,male,general,99836.56,102-243,high_school,24550.74,755.72,1
62,male,general,98423.67,102-643,postgraduate,9575.15,688.75,1
61,female,st,82710.99,401-378,postgraduate,21306.2,,0
32,female,obc,69633.19,202-322,postgraduate,27364.92,613.19,0
52,male,st,98806.95,401-496,postgraduate,10776.62,657.91,0
38,female,obc,66821.06,201-622,high_school,20996.71,582.87,0
47,female,general,62055.71,100-430,graduate,27614.68,,1
35,female,obc,48172.08,200-966,postgraduate,26180.24,648.3,1
49,male,obc,94379.46,201-105,postgraduate,28050.62,658.09,1
62,male,general,57711.15,100-920,graduate,16228.63,603.77,1
49,male,sc,87314.54,300-100,graduate,27610.97,718.7,0
61,female,obc,67415.58,200-294,high_school,19599.93,,0
61,male,sc,80454.05,300-995,graduate,31426.26,772.94,1
26,male,obc,89706.87,200-754,graduate,4204.14,771.38,1
63,non-binary,obc,54983.63,202-679,postgraduate,22393.52,688.59,0
57,male,general,114398.45,100-752,graduate,25889.89,736.29,1
39,male,st,77278.49,400-467,graduate,37144.89,694.37,1
47,male,general,81390.7,100-805,graduate,25781.17,656.5,1
48,male,general,102625.25,101-239,graduate,26694.57,664.7,1
55,male,general,96550.59,101-813,graduate,28379.41,715.14,1
56,male,obc,85983.31,202-944,high_school,36277.78,850.0,1
25,female,st,47503.53,400-871,graduate,21562.95,744.18,1
21,female,sc,55421.06,301-764,graduate,12372.09,693.55,1
31,male,obc,109841.42,201-685,postgraduate,10649.07,706.61,1
44,female,st,60573.65,400-568,graduate,30977.76,706.12,0
58,male,obc,90518.28,200-455,graduate,27008.86,675.03,1
49,non-binary,general,88434.07,101-878,graduate,22692.92,721.61,1
26,male,obc,91385.45,201-682,graduate,19725.15,671.45,0
52,female,general,72621.73,100-490,graduate,26627.49,624.37,0
41,male,general,97115.79,101-805,graduate,26887.51,706.49,1
37,female,general,75256.93,100-148,high_school,29318.47,,1
54,male,general,88781.98,101-830,high_school,15022.0,671.98,1
34,female,st,38049.2,401-828,high_school,9121.25,697.04,1
48,male,st,94695.87,400-305,graduate,16778.26,732.85,0
29,female,general,88069.0,101-133,high_school,12839.84,,0
37,male,obc,75713.66,202-741,postgraduate,12373.67,655.41,1
45,female,general,69510.08,101-279,graduate,39127.63,640.99,1
48,female,general,60715.82,100-995,high_school,4596.98,,1
61,non-binary,general,88867.3,100-108,high_school,29227.34,764.42,1
33,male,general,98453.04,101-306,graduate,33162.98,669.09,1
60,male,general,141584.61,102-137,high_school,33887.18,699.77,1
56,male,general,90779.93,102-803,graduate,27495.09,662.15,0
36,male,general,116522.09,100-620,postgraduate,36879.19,657.44,1
27,female,general,89884.83,102-862,graduate,41050.6,631.64,1
32,non-binary,st,70970.36,401-965,graduate,22279.92,685.52,0
49,non-binary,general,77019.17,100-648,high_school,29027.25,651.56,1
55,female,general,68327.73,102-308,postgraduate,36482.15,750.05,1
47,female,obc,63142.87,200-183,graduate,17242.37,674.09,0
52,female,general,82866.2,102-878,high_school,22795.83,677.55,0
25,female,obc,50783.09,200-320,high_school,19367.61,670.09,1
43,male,general,92746.22,101-903,high_school,29148.8,700.41,1
59,female,obc,59049.4,202-889,high_school,7917.11,762.0,1
38,female,obc,38833.28,202-664,high_school,37929.64,622.81,1
60,male,obc,103024.81,200-642,postgraduate,29804.17,695.28,1
26,male,obc,105880.87,201-954,graduate,30309.47,593.72,0
64,non-binary,obc,63620.94,201-779,high_school,3730.17,747.28,0
55,non-binary,general,90921.85,100-714,graduate,15638.75,674.05,1
48,female,general,44828.79,101-491,graduate,38414.22,597.78,0
48,female,obc,63335.36,202-535,graduate,23403.35,,1
62,male,general,93232.38,100-449,graduate,9483.42,724.76,1
37,male,general,96228.48,102-950,postgraduate,26994.6,,0
28,female,obc,64155.63,201-673,high_school,31112.42,695.31,0
61,female,general,65921.42,100-801,postgraduate,29783.43,656.43,1
25,male,general,89571.18,101-133,postgraduate,23646.35,669.29,1
50,female,obc,61478.12,202-866,graduate,35220.07,642.94,0
32,male,general,114085.1,100-475,high_school,18681.89,627.59,1
61,female,sc,47397.93,301-762,graduate,29860.8,653.19,1
63,male,st,113574.76,400-135,graduate,26215.16,711.46,1
41,male,st,73107.7,401-903,postgraduate,23802.22,663.91,1
44,male,obc,94360.83,202-693,postgraduate,21589.03,703.17,0
41,male,general,102996.89,102-511,graduate,21907.67,666.68,1
39,female,obc,58915.42,202-372,graduate,25290.28,713.62,1
62,male,obc,110353.08,200-379,graduate,22365.51,702.82,1
33,male,obc,98632.96,200-372,postgraduate,31597.63,650.26,1
63,female,general,64131.37,101-217,graduate,20176.13,627.55,1
49,female,general,86197.71,101-516,graduate,39114.62,732.56,1
63,male,general,80783.12,100-507,high_school,19773.98,635.26,1
47,male,general,87083.23,102-470,high_school,33280.73,707.54,1
57,male,general,102875.99,100-732,graduate,33668.95,681.71,1
42,female,st,65220.53,401-477,postgraduate,26492.76,654.53,0
41,male,general,99516.71,100-180,graduate,25690.84,703.62,1
32,male,obc,89219.31,200-866,graduate,18439.3,755.23,0
30,male,st,78479.78,400-482,high_school,20346.36,714.4,0
22,female,general,82839.61,102-689,graduate,26978.05,687.11,0
37,male,obc,94365.53,200-935,graduate,24593.78,769.18,0
64,female,obc,50788.66,200-789,high_school,35647.76,,0
62,male,general,81981.37,102-584,high_school,20908.69,618.83,1
51,female,obc,84188.46,200-589,high_school,21453.42,654.46,1
36,male,sc,73437.34,300-863,high_school,10017.42,,0
43,male,sc,87318.23,301-840,graduate,30791.75,731.86,1
54,male,sc,102412.69,301-260,postgraduate,29978.97,585.6,0
21,female,st,61589.5,400-663,graduate,33793.74,656.0,0
